,Dolphins,Polbooks,Word adjacencies,Karate,USAir97,Circuits1,E. Coli,Barabasi_albert_graph,bio-celegans,bn-macaque-rhesus_brain_2,soc-tribes,fb-pages-food,bn-cat-mixed-species_brain_1,ca-sandi_auths,soc-firm-hi-tech
12,0.03144339563668068,-0.07872296297913468,-0.12467639444575224,-0.4563030735440192,-0.2082300799906779,-0.24311648553105425,-0.3379466268022398,-0.07555723719030698,-0.23409854184282144,-0.7421296899512541,-0.062099452188075305,-0.028312799101834697,-0.031615980654638096,-0.3093376152186704,-0.31716264507763803
13,-0.003661730283436583,-0.16843990823246716,-0.11597731427511082,-0.44819573172360444,-0.2044943077704937,-0.2557391726683697,-0.3369851296607155,-0.07836767933205914,-0.23380675135522763,-0.7721617314620968,-0.17145842516856927,-0.01945572854996518,0.01695010898856823,-0.254844058787452,-0.25260545366664305
14,-0.12358838094087796,-0.11785024483476843,-0.12615528270220067,-0.4636009567820068,-0.21092998361647172,-0.24752776453497916,-0.33293226483165905,-0.07831544180439622,-0.21164288058548997,-0.7683443946673866,-0.09045619927232135,-0.02585633879641613,0.011891275277034999,-0.2972652678863671,-0.2502232988981015
15,0.06563073968942966,-0.11652142551026816,-0.14568367168746174,-0.4548158351987236,-0.22444835756786743,-0.24979602416913668,-0.34586295691329083,-0.06588979344312525,-0.2204515990212386,-0.7618650304091575,-0.06098537224364954,-0.033279209951371,-0.022297116044197412,-0.15316814435402112,-0.2326418905527188
16,0.10485965129219631,-0.12592059862101776,-0.1528778388225999,-0.44841101930828653,-0.21369979401313471,-0.258398749918092,-0.3461648480091849,-0.07607214237506527,-0.22977012710329175,-0.789784794272564,0.015319753903472861,-0.02846450612878037,-0.013766292909809337,-0.2836099532005219,-0.27673734275947304
17,-0.1023310214634544,-0.09032678780006125,-0.10047625497017407,-0.4872420233703298,-0.1943835877431457,-0.2472520250209161,-0.33375047328833984,-0.04176445759436885,-0.21743144046507118,-0.7785551272731767,-0.015029522275902178,-0.03440203444988214,-0.05118677810251577,-0.37031805100201376,-0.24092652833713699
18,-0.037354706140935744,-0.12546411054547948,-0.16340910318017385,-0.439595543587307,-0.2258525716150833,-0.26088259095631294,-0.3453919521594145,-0.062417176027333446,-0.2230150913678795,-0.7845607441199669,-0.06058467245539405,-0.015415030329852038,-0.01216485328964107,-0.20582471584913567,-0.21700955569209926
19,0.15576961546155293,-0.08749348745255728,-0.1073065848175961,-0.46391287622534344,-0.21320615686011424,-0.2633025022966024,-0.3430761693918868,-0.07339042221758425,-0.2159616625336948,-0.7679864691927507,-0.06961435395549141,-0.027142516913112112,-0.0258024114700702,-0.18208955223880557,-0.29108404893988915
20,-0.07607222085284684,-0.0969545120693035,-0.11804583890178062,-0.4264959999999996,-0.2031789014621316,-0.25164385060973427,-0.3409665386685442,-0.05368547231254081,-0.21588504452941942,-0.7480988314756993,-0.2745557508299148,-0.03647606995738754,0.009965360569800625,-0.3078698081127035,-0.2585415563999465
21,-0.057106732694133085,-0.10692318943083642,-0.11988179544588234,-0.3948576675849398,-0.20829367949375607,-0.22936260192194297,-0.345962736623748,-0.06788821476998812,-0.2207538611277594,-0.7653652158324321,-0.07136223901626765,-0.02622995812751964,-0.037267907503447974,-0.1820540131940626,-0.2309377391179732
22,0.008531757095856587,-0.13285165350814093,-0.12096300046360746,-0.4316621593509461,-0.2056566413440624,-0.23581762414668242,-0.3517533879327255,-0.09174594318032489,-0.21786505892281285,-0.7644092519590358,-0.11572700296735898,-0.0006135650414810293,-0.012226074740918122,-0.2613919017242255,-0.2644968200523755
23,0.01454779715774724,-0.13677571419446782,-0.09664278808244128,-0.46198468350852573,-0.1904947285499752,-0.2592816498277443,-0.3381629443824587,-0.06594566051709706,-0.22204733880718786,-0.744525768972384,-0.09746558197746955,-0.028184958540392855,-0.030770575525198806,-0.1879432624113476,-0.26257390305027495
24,0.005101111313534691,-0.103927781336468,-0.11939175505731589,-0.46562400871640064,-0.21149993638466985,-0.24478602589778273,-0.3329563244324614,-0.09326223909157279,-0.21743614852983556,-0.7772038280485866,0.05343003737252136,-0.029386303928561227,0.01759197342114261,-0.27194616977225694,-0.24462498818285217
25,-0.1258389970028295,-0.11564199219917036,-0.12255141865778527,-0.4022887323943669,-0.2089415841227975,-0.24669429623434969,-0.3380607223107723,-0.05110540205096917,-0.21982695276051675,-0.7534383264300545,-0.10883396625785975,-0.01773438172633471,-0.023743352858504704,-0.2136479591836736,-0.2926095674591809
26,-0.11026815331606972,-0.13937612680548564,-0.1213971603146552,-0.43813387423935174,-0.20923426439305598,-0.25455944129402164,-0.3465348822710932,-0.0777056205392536,-0.21739040525230835,-0.7638264421035946,-0.061541121051039795,-0.01774214274850138,-0.004836291711403824,-0.2825790638638433,-0.2766691478759019
27,0.01767163504968423,-0.09215273069426196,-0.10782267860803749,-0.43552142536914057,-0.206910311841458,-0.23368060738913288,-0.3392151948226509,-0.06365675583966401,-0.21886166092977874,-0.7730906471543699,-0.12744668876242954,-0.04812333157403558,-0.06259582580019711,-0.33332384220042377,-0.26534832682636605
28,0.015100924150707287,-0.13135584566847597,-0.15308581557421155,-0.47861156669265803,-0.21961513611059788,-0.2787868944272059,-0.3475946262445089,-0.0695574553150602,-0.21884658604578847,-0.7651097436387476,-0.017441860465116577,-0.031077720841894203,-0.05592792217616824,-0.3397445654429978,-0.23010773998662792
29,-0.09058787494257084,-0.09414233952413899,-0.10123867926600642,-0.5213376843489915,-0.1862636420590214,-0.25767373022479545,-0.3444078324420899,-0.04863315172430825,-0.22344130685754812,-0.7474336122490831,-0.0026057326117449433,-0.018102894684358856,-0.03043822596037092,-0.1972950720099343,-0.2488606770833335
30,0.054431410883021884,-0.08334369868469148,-0.1377182679226577,-0.4412054949013965,-0.21435065570640524,-0.25409317636130124,-0.33320786770601857,-0.08616398540490414,-0.21186975693203738,-0.7377331743576054,-0.09046531276402675,-0.014609075107861252,-0.024417612622175736,-0.20763378803777555,-0.17626358888543203
